Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Europe and Northern America,rural,Drinking water,2015,7.47573,19380774.09752,Basic service
sdg,Europe and Northern America,urban,Drinking water,2015,2.46946,20778106.94538,Basic service
sdg,Europe and Northern America,total,Drinking water,2016,3.61376,39926734.51134,Basic service
sdg,Europe and Northern America,rural,Drinking water,2016,7.42296,19154048.21657,Basic service
sdg,Europe and Northern America,urban,Drinking water,2016,2.45428,20783194.78223,Basic service
sdg,Europe and Northern America,total,Drinking water,2017,3.58036,39707065.35351,Basic service
sdg,Europe and Northern America,rural,Drinking water,2017,7.37127,18924768.9203,Basic service
sdg,Europe and Northern America,urban,Drinking water,2017,2.43958,20792170.76244,Basic service
sdg,Europe and Northern America,total,Drinking water,2018,3.54618,39461310.34206,Basic service
sdg,Europe and Northern America,rural,Drinking water,2018,7.31929,18683530.94346,Basic service
sdg,Europe and Northern America,urban,Drinking water,2018,2.4241,20787066.23452,Basic service
sdg,Europe and Northern America,total,Drinking water,2019,3.51108,39194253.30842,Basic service
sdg,Europe and Northern America,rural,Drinking water,2019,7.26634,18431012.34233,Basic service
sdg,Europe and Northern America,urban,Drinking water,2019,2.40792,20771928.98182,Basic service
sdg,Europe and Northern America,total,Drinking water,2020,3.49265,39059686.02055,Basic service
sdg,Europe and Northern America,rural,Drinking water,2020,7.26812,18289424.32026,Basic service
sdg,Europe and Northern America,urban,Drinking water,2020,2.3974,20778339.97684,Basic service
sdg,Europe and Northern America,total,Drinking water,2021,4.60975,51565460.09942,Basic service
sdg,Europe and Northern America,rural,Drinking water,2021,12.37055,30820326.86304,Basic service
sdg,Europe and Northern America,urban,Drinking water,2021,2.38679,20752530.60147,Basic service
sdg,Europe and Northern America,total,Drinking water,2022,4.53822,50764248.67374,Basic service
sdg,Europe and Northern America,rural,Drinking water,2022,12.17563,30047482.2003,Basic service
sdg,Europe and Northern America,urban,Drinking water,2022,2.37713,20724010.19779,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2000,19.69157,102883618.07996,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2000,31.59389,40399395.36093,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2000,15.83784,62496850.50313,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2001,19.75033,104652088.06118,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2001,32.07534,40987756.62284,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2001,15.82466,63629230.20972,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2002,19.87309,106742526.35653,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2002,32.60503,41660538.5192,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2002,15.89018,65046040.97724,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2003,19.99768,108819859.06554,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2003,33.12844,42309223.49079,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2003,15.96203,66473832.83099,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2004,20.11881,110871047.70797,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2004,33.63628,42937128.29734,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2004,16.03481,67896265.6929,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2005,20.23684,112905863.69081,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2005,34.14732,43556621.22706,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2005,16.10501,69310739.22063,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2006,20.3504,114902873.9291,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2006,34.65774,44153512.52869,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2006,16.17251,70710023.80573,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2007,20.45902,116862584.0706,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2007,35.16825,44732939.0249,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2007,16.23614,72089475.86067,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2008,20.52542,118564779.54925,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2008,35.55014,45135706.58131,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2008,16.28368,73388092.22347,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2009,20.56731,120118705.71628,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2009,35.85472,45435186.60341,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2009,16.32395,74650580.93189,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2010,20.60847,121693367.25414,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2010,36.15368,45722748.20529,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2010,16.36463,75937400.29286,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2011,20.65008,123308725.75502,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2011,36.45737,46021249.63623,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2011,16.40564,77254377.81994,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2012,20.69307,124939257.86611,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2012,36.75846,46320714.42753,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2012,16.4488,78585751.38483,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2013,20.49117,125053165.70732,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2013,36.69701,46152349.668,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2013,16.27787,78868287.72974,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2014,20.29144,125135125.97531,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2014,36.63554,45969538.90853,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2014,16.10982,79133265.75952,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2015,20.53467,127937517.21975,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2015,36.57055,45771509.5612,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2015,16.497,82133988.00453,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2016,20.76758,130689611.95473,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2016,36.46923,45522733.40598,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2016,16.87539,85131517.83928,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2017,20.92533,132960295.32828,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2017,36.32664,45216390.83506,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2017,17.31004,88442523.26091,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2018,21.14618,135601909.64608,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2018,36.37489,45143456.795,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2018,17.61814,91112819.152,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2019,21.32811,137950899.68491,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2019,36.33027,44924001.86455,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2019,17.89904,93638596.41212,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2020,21.57988,140656133.3041,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2020,36.63233,45071637.03307,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2020,18.18591,96158890.42384,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2021,22.14864,145307321.61266,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2021,38.58751,47180937.12865,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2021,18.46848,98582019.3551,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2022,22.40034,147892933.78706,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2022,38.5409,46806667.91258,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2022,18.84466,101531178.02719,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2000,17.03716,61616894.84275,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2000,18.24844,37279707.8968,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2001,17.18503,63364160.4888,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2001,18.33674,38391367.66667,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2002,17.08923,64227297.13747,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2002,18.20722,39060995.85542,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2003,17.00526,65130680.71268,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2003,18.07402,39721149.21826,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2004,16.90636,65993182.58385,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2004,17.9262,40360119.50756,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2005,16.70094,66525878.72055,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2005,17.63311,40758256.57646,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2006,16.36411,66630215.84823,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2006,17.18487,40873530.30588,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2007,15.95598,66475870.51776,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2007,16.65503,40796716.38542,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2008,15.62043,66604010.3599,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2008,16.19514,40868070.50017,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2009,15.35073,66966386.30199,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2009,15.81399,41093347.93596,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2010,15.05082,67081437.52038,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2010,15.40357,41132058.52468,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2011,14.84202,67460785.22057,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2011,15.17221,41484315.74802,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2012,14.7355,68306213.31873,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2012,14.95697,41882055.77115,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2013,14.68297,69495160.09244,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2013,15.02098,43180045.81623,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2014,14.64371,70774644.83398,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2014,15.20821,44897646.20049,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2015,15.04876,74207854.73387,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2015,15.39655,46645632.52889,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2016,14.85457,74671750.257,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2016,15.32478,47562019.48559,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2017,14.64077,74947092.55197,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2017,15.26914,48469935.87036,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2018,14.74401,76822903.90331,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2018,15.31967,49709593.61053,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2019,14.75912,78245429.89722,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2019,15.27197,50630207.32719,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2020,14.78617,79557805.15556,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2020,15.26763,51552964.76029,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2021,14.99742,81806578.50628,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2021,15.27271,52468009.78076,Basic service
sdg,Northern Africa and Western Asia,total,Drinking water,2022,15.00343,83072506.82863,Basic service
sdg,Northern Africa and Western Asia,urban,Drinking water,2022,15.23442,53345344.32906,Basic service
sdg,Oceania,urban,Drinking water,2000,32.67591,650529.48422,Basic service
sdg,Oceania,urban,Drinking water,2001,32.59192,663521.7458,Basic service
sdg,Oceania,urban,Drinking water,2002,32.75608,680970.56775,Basic service
sdg,Oceania,urban,Drinking water,2003,32.92225,698970.66264,Basic service
sdg,Oceania,urban,Drinking water,2004,33.04854,716500.48638,Basic service
sdg,Oceania,urban,Drinking water,2005,33.18329,734486.37512,Basic service
sdg,Oceania,urban,Drinking water,2006,33.33129,753186.41565,Basic service
sdg,Oceania,urban,Drinking water,2007,33.4888,772424.49965,Basic service
sdg,Oceania,urban,Drinking water,2008,33.65306,792108.35093,Basic service
sdg,Oceania,urban,Drinking water,2009,33.95161,815175.79323,Basic service
sdg,Oceania,urban,Drinking water,2010,34.2403,838461.94063,Basic service
sdg,Oceania,urban,Drinking water,2011,34.50564,861938.36937,Basic service
sdg,Oceania,urban,Drinking water,2012,34.75488,885401.10932,Basic service
sdg,Oceania,urban,Drinking water,2013,35.03458,909751.26689,Basic service
sdg,Oceania,urban,Drinking water,2014,35.31092,934475.91562,Basic service
sdg,Oceania,urban,Drinking water,2015,35.5825,959200.43454,Basic service
sdg,Oceania,urban,Drinking water,2016,35.85209,984123.97861,Basic service
